epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
142,0.8902179002761841,0.8902179002761841,1.1821649074554443,1.1821649074554443
143,0.8886924982070923,0.8886924982070923,0.9420169591903687,0.9420169591903687
144,0.9149199724197388,0.9149199724197388,1.0654222965240479,1.0654224157333374
145,0.7815032005310059,0.7815032005310059,0.5415371060371399,0.5415371060371399
146,0.835322916507721,0.835322916507721,0.8958044052124023,0.8958044052124023
147,0.8922417759895325,0.8922417759895325,1.0689194202423096,1.0689194202423096
148,0.8935604095458984,0.8935604095458984,0.5219495296478271,0.5219495296478271
149,0.9255366921424866,0.9255366325378418,0.7304573655128479,0.7304573655128479
150,0.8602781295776367,0.8602781295776367,0.6580662131309509,0.6580662131309509
151,0.8261128664016724,0.8261128664016724,0.9635283350944519,0.9635283350944519
152,0.8296820521354675,0.8296820521354675,1.049242615699768,1.049242615699768
153,0.8965427279472351,0.8965427279472351,1.213893175125122,1.213893175125122
154,0.8619958162307739,0.8619958162307739,0.5927361845970154,0.5927361845970154
155,0.7866896390914917,0.7866896390914917,0.5292995572090149,0.5292995572090149
156,0.8980586528778076,0.8980586528778076,0.728415846824646,0.728415846824646
157,0.7821494340896606,0.7821494340896606,0.5903783440589905,0.5903783440589905
158,0.9890621900558472,0.9890621900558472,0.5258752107620239,0.5258752107620239
159,0.8671823143959045,0.8671823143959045,0.7192339897155762,0.7192339897155762
160,0.7421420812606812,0.7421420812606812,0.8617523312568665,0.8617523312568665
161,0.8158154487609863,0.8158154487609863,1.2572591304779053,1.2572591304779053
162,0.7517397999763489,0.7517397999763489,0.8400575518608093,0.8400575518608093
163,0.8800029158592224,0.8800029158592224,0.6384467482566833,0.6384467482566833
164,0.8022000789642334,0.8022000789642334,1.090763807296753,1.090763807296753
165,0.8300525546073914,0.8300525546073914,0.524782657623291,0.524782657623291
166,0.76470947265625,0.76470947265625,0.8725789189338684,0.8725789189338684
167,0.9302390217781067,0.9302390217781067,0.5293153524398804,0.5293153524398804
168,0.8323807120323181,0.8323807120323181,0.4494841992855072,0.4494841992855072
169,0.873033881187439,0.873033881187439,0.6005963683128357,0.6005963683128357
170,0.7564906477928162,0.7564906477928162,0.6855814456939697,0.6855814456939697
171,0.773432195186615,0.773432195186615,0.4497460424900055,0.4497460424900055
172,0.7395297884941101,0.7395297884941101,0.4098234474658966,0.4098234474658966
173,0.8068859577178955,0.8068859577178955,0.5590083003044128,0.5590083003044128
174,0.7391455173492432,0.7391455173492432,0.9198950529098511,0.9198950529098511
175,0.8350347876548767,0.8350347876548767,0.8642715215682983,0.8642715215682983
176,0.723263680934906,0.723263680934906,1.1780848503112793,1.1780848503112793
177,0.7772806882858276,0.7772806882858276,0.5469433069229126,0.5469433069229126
178,0.7441476583480835,0.7441476583480835,0.5526373386383057,0.5526373386383057
179,0.8164798617362976,0.8164798617362976,0.4170144498348236,0.4170144498348236
180,0.7471303343772888,0.7471303343772888,0.8585542440414429,0.8585542440414429
181,0.7196675539016724,0.7196675539016724,0.46840381622314453,0.46840381622314453
182,0.7219582796096802,0.7219582796096802,0.731473445892334,0.731473445892334
183,0.7062060832977295,0.7062060832977295,0.7335714101791382,0.7335714101791382
184,0.7732642292976379,0.7732642292976379,0.5277377367019653,0.5277377367019653
185,0.6931279897689819,0.6931279897689819,0.4204578697681427,0.4204578697681427
186,0.8020513653755188,0.8020513653755188,0.6137617826461792,0.6137617826461792
187,0.8297854661941528,0.8297854661941528,0.8491302728652954,0.8491302728652954
188,0.6696040630340576,0.6696040630340576,0.6229444146156311,0.6229444146156311
189,0.7083195447921753,0.7083195447921753,0.4956192374229431,0.4956192374229431
190,0.6976838111877441,0.6976838111877441,0.49465906620025635,0.49465906620025635
191,0.7441640496253967,0.7441640496253967,0.9543569087982178,0.9543569087982178
192,0.7798190712928772,0.7798190712928772,0.4728061258792877,0.4728061258792877
193,0.7323101162910461,0.7323101162910461,0.7631679177284241,0.7631679177284241
194,0.6806929707527161,0.6806929707527161,1.028306484222412,1.028306484222412
195,0.687791645526886,0.687791645526886,0.5284398198127747,0.5284398198127747
196,0.7148298621177673,0.7148298621177673,0.7968932390213013,0.7968932390213013
197,0.7533360719680786,0.7533360719680786,0.5741028785705566,0.5741028785705566
198,0.7307714223861694,0.7307714223861694,0.44360023736953735,0.44360023736953735
199,0.7477678656578064,0.7477678656578064,0.8774425387382507,0.8774425387382507
200,0.6693609356880188,0.6693609356880188,0.5876748561859131,0.5876748561859131
201,0.712024986743927,0.712024986743927,0.4698755145072937,0.4698755145072937
202,0.7545176148414612,0.7545176148414612,0.5614845752716064,0.5614845752716064
203,0.703926682472229,0.703926682472229,0.45494458079338074,0.45494458079338074
204,0.6725154519081116,0.6725154519081116,0.8968263864517212,0.8968263864517212
205,0.6867226362228394,0.6867226362228394,0.8137829899787903,0.8137829899787903
206,0.738232433795929,0.738232433795929,1.0527184009552002,1.0527184009552002
207,0.7069031596183777,0.7069031596183777,0.5473426580429077,0.5473426580429077
208,0.6693406105041504,0.6693406105041504,0.4352836608886719,0.4352836608886719
209,0.7226034998893738,0.7226034998893738,0.4819687604904175,0.4819687604904175
210,0.761157214641571,0.761157214641571,0.4218476712703705,0.4218476712703705
211,0.6984722018241882,0.6984722018241882,0.9473361968994141,0.9473361968994141
212,0.7349883317947388,0.7349883317947388,0.637464702129364,0.637464702129364
213,0.6805344820022583,0.6805344820022583,0.5650249123573303,0.5650249123573303
214,0.7756867408752441,0.7756867408752441,0.5667343735694885,0.5667343735694885
215,0.6313985586166382,0.6313985586166382,0.6157131791114807,0.6157131195068359
216,0.705352246761322,0.705352246761322,0.4756039083003998,0.4756039083003998
217,0.64138263463974,0.64138263463974,0.7047364115715027,0.7047364115715027
218,0.695702314376831,0.695702314376831,0.573637843132019,0.573637843132019
219,0.7036102414131165,0.7036102414131165,0.49268248677253723,0.49268248677253723
220,0.6621214151382446,0.6621214151382446,0.8280499577522278,0.8280499577522278
221,0.649092972278595,0.649092972278595,0.572259247303009,0.572259247303009
222,0.7277571558952332,0.7277571558952332,1.0307387113571167,1.0307387113571167
223,0.7174321413040161,0.7174321413040161,0.48252615332603455,0.48252615332603455
224,0.7022818326950073,0.7022818326950073,0.44206374883651733,0.44206374883651733
225,0.6350734829902649,0.6350734829902649,0.46944892406463623,0.4694490134716034
226,0.6876344680786133,0.6876344680786133,0.49889758229255676,0.49889758229255676
227,0.6501412391662598,0.6501412391662598,0.599190354347229,0.599190354347229
228,0.6345201134681702,0.6345201134681702,0.561470091342926,0.561470091342926
229,0.6104530096054077,0.6104530096054077,0.9802787899971008,0.9802787899971008
230,0.6465882062911987,0.6465882062911987,0.47084110975265503,0.47084110975265503
231,0.6667449474334717,0.6667449474334717,1.0485824346542358,1.0485824346542358
232,0.6875917315483093,0.6875917315483093,0.948180079460144,0.948180079460144
233,0.6366834044456482,0.6366834044456482,0.583599865436554,0.583599865436554
234,0.6007915735244751,0.6007915735244751,0.6229403018951416,0.6229403018951416
235,0.6605428457260132,0.6605427861213684,1.1314785480499268,1.1314785480499268
236,0.6104592680931091,0.6104592680931091,0.6142346858978271,0.6142346858978271
237,0.550624668598175,0.550624668598175,0.47890326380729675,0.47890326380729675
238,0.612930178642273,0.612930178642273,0.4923255443572998,0.4923255443572998
239,0.5992536544799805,0.5992536544799805,0.5294085741043091,0.5294085741043091
240,0.6137754917144775,0.6137754917144775,0.8767589926719666,0.8767589926719666
241,0.6342208385467529,0.6342208385467529,1.1324799060821533,1.1324799060821533
242,0.6653591394424438,0.6653591394424438,0.624869167804718,0.6248692274093628
243,0.5995955467224121,0.5995955467224121,0.5374168157577515,0.5374168157577515
244,0.5796284675598145,0.5796284675598145,0.5705791115760803,0.5705791115760803
245,0.6432340145111084,0.6432340145111084,0.5475013852119446,0.5475014448165894
246,0.6062123775482178,0.6062123775482178,0.6726998686790466,0.6726998686790466
247,0.5969275236129761,0.5969275236129761,0.5226457715034485,0.5226457715034485
248,0.774727463722229,0.774727463722229,0.7543339133262634,0.7543339133262634
249,0.6898702383041382,0.6898702383041382,0.7310087084770203,0.7310087084770203
250,0.5610662698745728,0.5610662698745728,0.5384422540664673,0.5384422540664673
251,0.681277871131897,0.681277871131897,0.507068395614624,0.507068395614624
252,0.5776541233062744,0.5776541233062744,0.5006654858589172,0.5006654858589172
253,0.6003196835517883,0.6003196835517883,0.5335413813591003,0.5335413813591003
254,0.5976272821426392,0.5976272821426392,0.4799520671367645,0.4799520671367645
255,0.5890877842903137,0.589087724685669,0.6010021567344666,0.6010021567344666
256,0.595300018787384,0.595300018787384,0.6948860287666321,0.6948860287666321
257,0.6096150875091553,0.6096150875091553,0.7185116410255432,0.7185116410255432
258,0.6227586269378662,0.6227586269378662,0.6358067989349365,0.6358067989349365
259,0.6248828768730164,0.6248828768730164,0.592638373374939,0.592638373374939
260,0.6040137410163879,0.6040137410163879,0.6648008823394775,0.6648008823394775
261,0.6693338751792908,0.6693338751792908,0.7002264857292175,0.7002264857292175
262,0.5716825127601624,0.5716825127601624,0.39935803413391113,0.39935803413391113
263,0.6802802681922913,0.6802802681922913,0.5328235626220703,0.5328235626220703
264,0.5939630270004272,0.5939630270004272,0.6819934248924255,0.6819934248924255
265,0.5060064792633057,0.5060064792633057,0.7471745610237122,0.7471745610237122
266,0.5758399963378906,0.5758400559425354,0.8129259347915649,0.8129259347915649
267,0.520632266998291,0.520632266998291,0.5728143453598022,0.5728143453598022
268,0.5258610844612122,0.5258610844612122,0.5489900708198547,0.5489900708198547
269,0.49867743253707886,0.49867743253707886,0.8222671151161194,0.8222671151161194
270,0.6096973419189453,0.6096973419189453,0.49476370215415955,0.49476370215415955
271,0.6098836660385132,0.6098836660385132,0.7410110831260681,0.7410110831260681
272,0.5586579442024231,0.5586579442024231,0.9454023241996765,0.9454023241996765
273,0.5832761526107788,0.5832761526107788,0.570316731929779,0.570316731929779
274,0.6309468746185303,0.6309468746185303,0.44769540429115295,0.44769540429115295
275,0.569513201713562,0.569513201713562,0.5602487921714783,0.5602487325668335
276,0.603427529335022,0.603427529335022,0.787242591381073,0.787242591381073
277,0.5470419526100159,0.5470419526100159,0.4620341956615448,0.4620341956615448
278,0.6384291648864746,0.6384291648864746,0.7779213786125183,0.7779213786125183
279,0.5529032945632935,0.5529032945632935,0.5919293761253357,0.5919293761253357
280,0.5599850416183472,0.5599850416183472,0.5376662611961365,0.5376662611961365
281,0.5610924959182739,0.5610924959182739,0.5509940981864929,0.5509940981864929
282,0.49342453479766846,0.49342453479766846,0.7400194406509399,0.7400194406509399
283,0.5140982866287231,0.5140982866287231,0.43011435866355896,0.43011435866355896
284,0.538488507270813,0.538488507270813,0.4772641062736511,0.4772641062736511
285,0.5445822477340698,0.5445822477340698,0.48835766315460205,0.48835766315460205
286,0.5197617411613464,0.5197617411613464,0.444238543510437,0.444238543510437
287,0.5155938267707825,0.5155938267707825,0.605719268321991,0.605719268321991
288,0.5626717209815979,0.5626717209815979,0.45881831645965576,0.45881831645965576
289,0.577281653881073,0.577281653881073,0.6083545088768005,0.6083545088768005
290,0.5784623622894287,0.5784623622894287,0.6365047097206116,0.6365047097206116
291,0.6088394522666931,0.6088393926620483,0.3924531042575836,0.3924531042575836
292,0.5334522724151611,0.5334522724151611,0.4768223464488983,0.4768223464488983
293,0.5736910700798035,0.5736910700798035,0.47641411423683167,0.47641411423683167
294,0.4992973208427429,0.4992973208427429,0.398701548576355,0.398701548576355
295,0.535327672958374,0.5353276133537292,0.6993551850318909,0.6993551850318909
296,0.5533863306045532,0.5533863306045532,0.41794484853744507,0.41794484853744507
297,0.49741131067276,0.49741131067276,0.44875818490982056,0.44875818490982056
298,0.5550236105918884,0.5550236105918884,0.44668325781822205,0.44668325781822205
299,0.49838724732398987,0.49838724732398987,0.4426383078098297,0.4426383078098297
300,0.5221883058547974,0.5221883058547974,0.5387494564056396,0.5387494564056396
301,0.5375550985336304,0.5375550985336304,0.4149739146232605,0.4149739146232605
302,0.516874372959137,0.516874372959137,0.5111914277076721,0.5111914277076721
303,0.5421971082687378,0.5421971082687378,0.4841901361942291,0.4841901361942291
304,0.4974995255470276,0.4974995255470276,0.46786898374557495,0.46786898374557495
305,0.5281930565834045,0.5281930565834045,0.5712118744850159,0.5712118744850159
306,0.5510473251342773,0.5510473251342773,0.5123713612556458,0.5123713612556458
307,0.5164751410484314,0.5164751410484314,0.4877527058124542,0.4877527058124542
308,0.49965691566467285,0.49965691566467285,0.5223326086997986,0.5223326086997986
309,0.4777122437953949,0.4777122437953949,0.7521263360977173,0.7521263360977173
310,0.49374279379844666,0.49374279379844666,0.4705478549003601,0.4705478549003601
311,0.5025181770324707,0.5025181770324707,0.4753587245941162,0.4753587245941162
312,0.5507878065109253,0.5507878065109253,0.43713584542274475,0.43713584542274475
313,0.5377404689788818,0.5377404689788818,0.4472450315952301,0.4472450315952301
314,0.5186434984207153,0.5186434984207153,0.48771268129348755,0.48771268129348755
315,0.5199228525161743,0.5199228525161743,0.9105322957038879,0.9105322957038879
316,0.5200444459915161,0.5200444459915161,0.7134618759155273,0.7134618759155273
317,0.5401207208633423,0.5401207208633423,0.5694036483764648,0.5694036483764648
318,0.48634329438209534,0.48634329438209534,0.6582791805267334,0.6582791805267334
319,0.5006293654441833,0.5006293654441833,0.5997660160064697,0.5997660160064697
320,0.5108309984207153,0.5108309984207153,0.5711899399757385,0.5711899399757385
321,0.4869263768196106,0.4869263768196106,0.45656585693359375,0.45656585693359375
322,0.49681246280670166,0.49681246280670166,0.5800966024398804,0.5800966024398804
323,0.5633202791213989,0.5633202791213989,0.6319115161895752,0.6319115161895752
324,0.5245493650436401,0.5245493650436401,0.43108728528022766,0.43108728528022766
325,0.44975000619888306,0.44975000619888306,0.48879295587539673,0.48879295587539673
326,0.560681939125061,0.560681939125061,0.43819278478622437,0.43819278478622437
327,0.5519602298736572,0.551960289478302,0.5043849945068359,0.5043849945068359
328,0.439553439617157,0.439553439617157,0.5497391223907471,0.5497391223907471
329,0.5453295111656189,0.5453295111656189,0.4392402768135071,0.4392402768135071
330,0.4833107590675354,0.4833107590675354,0.5850740671157837,0.5850740671157837
331,0.49927884340286255,0.49927884340286255,0.4238511025905609,0.4238511025905609
332,0.459552139043808,0.459552139043808,0.4278610944747925,0.4278610944747925
333,0.5309401750564575,0.5309401750564575,0.45418933033943176,0.45418933033943176
334,0.5025650262832642,0.5025650262832642,0.5336734056472778,0.5336734056472778
335,0.4271031618118286,0.4271031618118286,0.4918006956577301,0.4918007254600525
336,0.49569979310035706,0.49569976329803467,0.5354062914848328,0.5354062914848328
337,0.47373318672180176,0.47373318672180176,0.49927443265914917,0.49927443265914917
338,0.514665961265564,0.514665961265564,0.5536673665046692,0.5536673665046692
339,0.5118996500968933,0.5118996500968933,0.6915247440338135,0.6915247440338135
340,0.4514304995536804,0.4514304995536804,0.5734516978263855,0.5734516978263855
341,0.4744306206703186,0.4744306206703186,0.5243046879768372,0.5243046879768372
342,0.4225347340106964,0.4225347340106964,0.4330321252346039,0.4330321252346039
343,0.5048787593841553,0.5048787593841553,0.41125550866127014,0.41125550866127014
344,0.4919928312301636,0.4919928312301636,0.5411869883537292,0.5411869883537292
345,0.49633780121803284,0.49633780121803284,0.5306568145751953,0.5306568145751953
346,0.4716300666332245,0.4716300368309021,0.6304519772529602,0.6304519772529602
347,0.4928121268749237,0.4928121268749237,0.5745338201522827,0.5745338201522827
348,0.45133528113365173,0.45133528113365173,0.5172141194343567,0.5172141194343567
349,0.4803526699542999,0.4803526699542999,0.44678589701652527,0.44678589701652527
350,0.48529043793678284,0.48529043793678284,0.5937382578849792,0.5937382578849792
351,0.5586532354354858,0.5586532354354858,0.3982279598712921,0.3982279598712921
352,0.43125683069229126,0.43125683069229126,0.5516764521598816,0.5516764521598816
353,0.5144318342208862,0.5144318342208862,0.49019715189933777,0.49019715189933777
354,0.4629513621330261,0.4629513621330261,0.7426019310951233,0.7426019310951233
355,0.48389536142349243,0.48389536142349243,0.42754873633384705,0.42754873633384705
356,0.4875234365463257,0.4875234365463257,0.41127100586891174,0.41127100586891174
357,0.4880892336368561,0.4880892336368561,0.6322981715202332,0.6322981715202332
358,0.4410640001296997,0.4410640001296997,0.6818704605102539,0.6818704605102539
359,0.40929272770881653,0.40929272770881653,0.7820295095443726,0.7820295095443726
360,0.5658694505691528,0.5658694505691528,0.4513402581214905,0.4513402581214905
361,0.47832006216049194,0.47832006216049194,0.40627047419548035,0.40627047419548035
362,0.4485841989517212,0.4485841989517212,0.4636445641517639,0.4636445641517639
363,0.45344278216362,0.45344278216362,0.48915478587150574,0.48915478587150574
364,0.4586734175682068,0.4586734175682068,0.5791637897491455,0.5791637897491455
365,0.4148501753807068,0.4148501753807068,0.5689862370491028,0.5689862370491028
366,0.4457932412624359,0.4457932412624359,0.5618605613708496,0.5618605613708496
367,0.4588361978530884,0.4588361978530884,0.4464559555053711,0.4464559555053711
368,0.4271005392074585,0.4271005392074585,0.4604935050010681,0.4604935050010681
369,0.5537247061729431,0.5537247061729431,0.5431137084960938,0.5431137084960938
370,0.5108365416526794,0.5108365416526794,0.4438152611255646,0.44381529092788696
371,0.4733128249645233,0.4733128249645233,0.4553084969520569,0.4553084969520569
372,0.40204057097435,0.40204057097435,0.49242010712623596,0.49242016673088074
373,0.47891390323638916,0.4789138436317444,0.3863120675086975,0.3863120675086975
