epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,10.828686714172363,10.828686714172363,11.748421669006348,11.748421669006348
1,4.746886730194092,4.746886730194092,10.859856605529785,10.859856605529785
2,4.4616217613220215,4.4616217613220215,9.720975875854492,9.720974922180176
3,4.286353588104248,4.286353588104248,8.667628288269043,8.667628288269043
4,4.013101577758789,4.013101577758789,6.854316711425781,6.854316711425781
5,3.788713216781616,3.788713216781616,5.8403754234313965,5.8403754234313965
6,3.5765764713287354,3.5765764713287354,5.547878742218018,5.547878742218018
7,3.5289199352264404,3.5289194583892822,3.797231674194336,3.797232151031494
8,3.7117724418640137,3.7117724418640137,4.890415668487549,4.890415668487549
9,3.500366687774658,3.500366687774658,3.554669141769409,3.554669141769409
10,3.480097770690918,3.480097770690918,3.3205082416534424,3.3205082416534424
11,3.2974071502685547,3.2974071502685547,4.181911945343018,4.181911945343018
12,3.35361647605896,3.35361647605896,3.0972237586975098,3.0972237586975098
13,3.148437261581421,3.148437261581421,2.6578996181488037,2.6578996181488037
14,3.0860674381256104,3.0860674381256104,2.472790002822876,2.472790002822876
15,2.8191864490509033,2.8191864490509033,4.2287445068359375,4.2287445068359375
16,3.20108962059021,3.20108962059021,4.329933166503906,4.329932689666748
17,2.6813032627105713,2.6813032627105713,4.289709568023682,4.289709568023682
18,2.725977659225464,2.725977659225464,2.4805519580841064,2.4805519580841064
19,2.6296377182006836,2.6296377182006836,3.080878257751465,3.080878257751465
20,2.7467970848083496,2.7467970848083496,3.0004940032958984,3.0004940032958984
21,2.530482769012451,2.530482769012451,3.1167571544647217,3.1167571544647217
22,2.426276922225952,2.426276922225952,4.043433666229248,4.043433666229248
23,2.778646945953369,2.778646945953369,2.5507190227508545,2.5507190227508545
24,2.6373507976531982,2.6373507976531982,2.5143144130706787,2.5143144130706787
25,2.6077845096588135,2.6077845096588135,2.6554150581359863,2.6554150581359863
26,2.3451805114746094,2.3451805114746094,2.372603178024292,2.372603178024292
27,2.167224645614624,2.167224884033203,2.8320531845092773,2.8320531845092773
28,2.277326822280884,2.277326822280884,1.2297204732894897,1.2297204732894897
29,2.202432632446289,2.202432632446289,3.208782434463501,3.208782434463501
30,2.170755624771118,2.170755624771118,0.8053721189498901,0.8053721189498901
31,2.339214324951172,2.339214324951172,2.1917824745178223,2.1917824745178223
32,2.2967710494995117,2.2967710494995117,1.6117095947265625,1.6117095947265625
33,2.120628833770752,2.120628833770752,1.901706337928772,1.901706337928772
34,2.2422451972961426,2.2422451972961426,1.8600263595581055,1.8600263595581055
35,2.079150915145874,2.079150915145874,3.2416253089904785,3.2416253089904785
36,2.1929879188537598,2.1929879188537598,1.7913379669189453,1.7913379669189453
37,2.0590291023254395,2.0590291023254395,1.3648483753204346,1.3648483753204346
38,2.1935038566589355,2.1935038566589355,2.082706928253174,2.082706928253174
39,2.181919813156128,2.181919813156128,3.3872175216674805,3.3872175216674805
40,2.090052366256714,2.090052366256714,1.6833086013793945,1.6833086013793945
41,1.9217355251312256,1.9217355251312256,1.4543135166168213,1.4543135166168213
42,1.9763338565826416,1.9763338565826416,1.6790730953216553,1.6790730953216553
43,1.7550793886184692,1.7550793886184692,1.996061086654663,1.996061086654663
44,1.7241230010986328,1.7241230010986328,1.3321325778961182,1.3321325778961182
45,1.8689395189285278,1.8689395189285278,2.3072969913482666,2.3072969913482666
46,2.0042340755462646,2.0042340755462646,2.206051826477051,2.206051826477051
47,1.8707714080810547,1.8707714080810547,2.0710949897766113,2.0710949897766113
48,2.0255510807037354,2.0255510807037354,1.440557599067688,1.440557599067688
49,1.9854142665863037,1.9854142665863037,1.744377613067627,1.744377613067627
50,2.024144172668457,2.024144172668457,1.6166203022003174,1.6166203022003174
51,1.7854857444763184,1.7854857444763184,1.2947137355804443,1.2947137355804443
52,1.8149518966674805,1.8149518966674805,1.3193899393081665,1.3193899393081665
53,1.6157792806625366,1.6157792806625366,2.003035306930542,2.003035306930542
54,1.4885584115982056,1.4885584115982056,2.180490016937256,2.180490016937256
55,1.6672182083129883,1.6672182083129883,3.066781520843506,3.066781520843506
56,1.6085114479064941,1.6085114479064941,3.5380024909973145,3.5380024909973145
57,1.7203760147094727,1.7203760147094727,2.075760841369629,2.075760841369629
58,1.629961609840393,1.629961609840393,1.586641550064087,1.586641550064087
59,1.631826400756836,1.631826400756836,2.156602621078491,2.156602382659912
60,1.5781464576721191,1.5781464576721191,1.077341914176941,1.077341914176941
61,1.5740995407104492,1.5740995407104492,1.6357839107513428,1.6357839107513428
62,1.613383412361145,1.613383412361145,1.1067169904708862,1.1067169904708862
63,1.6376208066940308,1.6376208066940308,0.5243070125579834,0.5243070125579834
64,1.5273998975753784,1.5273998975753784,1.1401293277740479,1.140129566192627
65,1.5355836153030396,1.5355836153030396,1.5578482151031494,1.5578482151031494
66,1.3980337381362915,1.3980337381362915,1.0172009468078613,1.0172009468078613
67,1.5120235681533813,1.5120235681533813,1.6301788091659546,1.6301788091659546
68,1.6314778327941895,1.6314778327941895,1.666782021522522,1.666782021522522
69,1.587361216545105,1.587361216545105,1.5835453271865845,1.5835453271865845
70,1.3210480213165283,1.3210480213165283,0.5787776708602905,0.5787776708602905
71,1.5025434494018555,1.502543330192566,1.0971531867980957,1.0971531867980957
72,1.2494032382965088,1.2494032382965088,1.7976993322372437,1.7976993322372437
73,1.4795734882354736,1.4795734882354736,2.025308609008789,2.025308609008789
74,1.371681571006775,1.371681571006775,1.2769017219543457,1.2769017219543457
75,1.5114353895187378,1.5114353895187378,1.7018778324127197,1.7018778324127197
76,1.4176491498947144,1.4176491498947144,1.8615522384643555,1.8615522384643555
77,1.5004030466079712,1.5004030466079712,1.2965847253799438,1.2965847253799438
78,1.4769030809402466,1.4769030809402466,2.027841567993164,2.027841567993164
79,1.254689335823059,1.254689335823059,1.1356637477874756,1.1356637477874756
80,1.298638105392456,1.298638105392456,1.8593943119049072,1.8593943119049072
81,1.2245057821273804,1.2245057821273804,0.6923927068710327,0.6923927068710327
82,1.2885717153549194,1.2885717153549194,2.0167412757873535,2.0167412757873535
83,1.3082460165023804,1.3082460165023804,1.0217154026031494,1.0217154026031494
84,1.2740854024887085,1.2740854024887085,1.089245080947876,1.089245080947876
85,1.2975739240646362,1.2975739240646362,1.3463292121887207,1.3463292121887207
86,1.163291573524475,1.163291573524475,1.3626034259796143,1.3626034259796143
87,1.2696915864944458,1.2696915864944458,0.746315598487854,0.746315598487854
88,1.3109383583068848,1.3109383583068848,0.5567510724067688,0.5567510724067688
89,1.288967251777649,1.288967251777649,2.500443696975708,2.500443696975708
90,1.1360602378845215,1.1360602378845215,1.0853297710418701,1.0853297710418701
91,1.157325029373169,1.157325029373169,1.0286930799484253,1.0286930799484253
92,1.254693627357483,1.254693627357483,1.2602391242980957,1.2602391242980957
93,1.1349931955337524,1.1349931955337524,0.9528270363807678,0.9528270363807678
94,1.1808829307556152,1.1808829307556152,0.9202470183372498,0.9202470183372498
95,1.1736385822296143,1.1736385822296143,0.9695540070533752,0.9695540070533752
96,1.1122031211853027,1.1122031211853027,0.9097464680671692,0.9097464680671692
97,1.0857276916503906,1.0857276916503906,2.0115041732788086,2.0115041732788086
98,1.1927963495254517,1.1927963495254517,1.6506962776184082,1.6506962776184082
99,1.1607037782669067,1.1607038974761963,1.0015156269073486,1.0015156269073486
100,1.137580156326294,1.137580156326294,2.156947612762451,2.156947612762451
101,1.1111799478530884,1.1111799478530884,0.8727537989616394,0.8727537989616394
102,1.0516597032546997,1.0516597032546997,0.9410930275917053,0.9410930275917053
103,1.159801959991455,1.159801959991455,1.7950544357299805,1.7950544357299805
104,1.129331111907959,1.129331111907959,1.467063069343567,1.467063069343567
105,1.024328589439392,1.024328589439392,1.215375304222107,1.215375304222107
106,1.0619183778762817,1.0619183778762817,1.193372368812561,1.193372368812561
107,0.997416615486145,0.997416615486145,1.7226818799972534,1.7226818799972534
108,1.0324406623840332,1.0324406623840332,1.0893980264663696,1.0893980264663696
109,1.0998709201812744,1.0998709201812744,0.7321552634239197,0.7321552634239197
110,1.055637001991272,1.055637001991272,0.8298276662826538,0.8298276662826538
111,1.09209406375885,1.09209406375885,1.107646107673645,1.107646107673645
112,0.992919921875,0.992919921875,0.5128710269927979,0.5128710269927979
113,0.9823459982872009,0.9823459982872009,0.9364426732063293,0.9364426732063293
114,1.0367132425308228,1.0367132425308228,0.5787704586982727,0.5787704586982727
115,0.997427225112915,0.997427225112915,1.3869982957839966,1.3869982957839966
116,1.0197826623916626,1.0197826623916626,0.6142346858978271,0.6142346858978271
117,1.0195002555847168,1.0195002555847168,1.1973828077316284,1.1973828077316284
118,0.8576087355613708,0.8576087355613708,1.2955842018127441,1.2955840826034546
119,0.8854355216026306,0.8854355216026306,0.5751078724861145,0.5751078724861145
120,0.911163866519928,0.911163866519928,1.102709412574768,1.102709412574768
121,0.9939475655555725,0.9939475655555725,1.573946237564087,1.573946237564087
122,0.9961315989494324,0.9961315989494324,0.7172721028327942,0.7172721028327942
123,0.9494906067848206,0.9494906067848206,0.7014518976211548,0.7014518976211548
124,0.8985409736633301,0.8985409736633301,1.228109359741211,1.228109359741211
125,0.8654600977897644,0.8654600977897644,0.8786836862564087,0.8786836862564087
126,0.9962382316589355,0.9962382316589355,0.8739510178565979,0.8739510178565979
127,0.8972858786582947,0.8972858786582947,0.7351133227348328,0.7351133227348328
128,1.0962870121002197,1.0962872505187988,1.1683461666107178,1.1683461666107178
129,1.0125148296356201,1.0125148296356201,1.4967633485794067,1.4967633485794067
130,0.9172669053077698,0.9172669053077698,0.8093267679214478,0.8093267679214478
131,0.9443125128746033,0.9443125128746033,0.7003516554832458,0.7003516554832458
132,0.9048845767974854,0.9048845767974854,0.5661338567733765,0.5661338567733765
133,0.9094261527061462,0.9094261527061462,0.9826803803443909,0.9826803803443909
134,0.920115053653717,0.920115053653717,0.4884853959083557,0.4884853959083557
135,0.8818072080612183,0.8818072080612183,0.6449182629585266,0.6449182629585266
136,0.8311387896537781,0.8311387896537781,0.8708989024162292,0.8708989024162292
137,0.9158467650413513,0.9158467650413513,0.8340461850166321,0.8340461850166321
138,0.9112724661827087,0.9112724661827087,0.49412649869918823,0.49412649869918823
139,0.9836028814315796,0.9836028814315796,0.7879447340965271,0.7879447340965271
140,0.9500066637992859,0.9500066637992859,1.223695993423462,1.223695993423462
141,0.9664281606674194,0.9664281606674194,0.7686669230461121,0.7686669230461121
